conflict_name,start_year,end_year,theater,battle_name,country,alliance,role,casualties_mil_k,casualties_civ_k,military_personnel_k,front,outcome,treaty,key_leader,equipment_focus,notes
World War I,1914,1918,Middle East,Ypres,Russia,Allied Powers,Support,663.09,406.18,2681.93,Middle East,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Africa,Caporetto,France,Allied Powers,Belligerent,371.79,298.23,950.63,Africa,Allied Victory,Treaty of Saint-Germain,Franz Joseph I,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Eastern Front,Somme,Serbia,Allied Powers,Expeditionary,735.88,271.27,1258.28,Eastern Front,Allied Victory,Treaty of Trianon,Georges Clemenceau,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Air,Verdun,Germany,Central Powers,Expeditionary,553.38,160.75,947.26,Air,Allied Victory,Treaty of Trianon,Georges Clemenceau,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Air,Gallipoli,Belgium,Allied Powers,Support,472.73,117.6,595.42,Air,Allied Victory,Treaty of Saint-Germain,Franz Joseph I,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Italian Front,Ypres,Ottoman Empire,Central Powers,Support,525.28,430.78,1659.39,Italian Front,Allied Victory,Armistice of 1918,Nicholas II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Air,Ypres,France,Allied Powers,Support,284.41,8.53,1075.6,Air,Allied Victory,Treaty of Trianon,Georges Clemenceau,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Balkans,Caporetto,Belgium,Allied Powers,Air,863.23,136.28,2848.15,Balkans,Allied Victory,Treaty of Sevres,David Lloyd George,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Balkans,Verdun,Belgium,Allied Powers,Support,352.94,175.67,2033.11,Balkans,Allied Victory,Treaty of Versailles,Georges Clemenceau,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Air,Somme,Germany,Central Powers,Naval,340.72,6.29,1275.31,Air,Allied Victory,Treaty of Trianon,Nicholas II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Middle East,Ypres,United Kingdom,Allied Powers,Naval,557.55,564.39,2360.48,Middle East,Allied Victory,Treaty of Trianon,Kaiser Wilhelm II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Air,Marne,United Kingdom,Allied Powers,Air,8.04,338.23,485.98,Air,Allied Victory,Armistice of 1918,Nicholas II,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Italian Front,Jutland,Russia,Allied Powers,Belligerent,14.06,509.4,2393.03,Italian Front,Allied Victory,Armistice of 1918,Woodrow Wilson,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Naval,Jutland,Germany,Central Powers,Air,134.69,70.78,358.94,Naval,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Africa,Tannenberg,Russia,Allied Powers,Air,176.38,392.94,2241.28,Africa,Allied Victory,Treaty of Sevres,Nicholas II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Middle East,Jutland,Belgium,Allied Powers,Air,790.15,469.94,2734.95,Middle East,Allied Victory,Treaty of Versailles,Nicholas II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Eastern Front,Gallipoli,United States,Allied Powers,Air,708.03,364.18,632.42,Eastern Front,Allied Victory,Armistice of 1918,Georges Clemenceau,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Balkans,Tannenberg,Austria-Hungary,Central Powers,Naval,654.5,310.62,2510.45,Balkans,Allied Victory,Treaty of Trianon,Enver Pasha,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Middle East,Tannenberg,Belgium,Allied Powers,Expeditionary,340.35,338.53,2640.67,Middle East,Allied Victory,Treaty of Versailles,Enver Pasha,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Italian Front,Somme,France,Allied Powers,Air,677.41,48.66,297.83,Italian Front,Allied Victory,Treaty of Versailles,Kaiser Wilhelm II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Balkans,Verdun,Belgium,Allied Powers,Belligerent,4.79,531.37,1492.33,Balkans,Allied Victory,Treaty of Trianon,Franz Joseph I,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Air,Caporetto,Russia,Allied Powers,Support,515.56,393.33,1532.18,Air,Allied Victory,Treaty of Versailles,David Lloyd George,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Eastern Front,Gallipoli,Russia,Allied Powers,Support,158.53,17.75,523.4,Eastern Front,Allied Victory,Treaty of Trianon,David Lloyd George,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Air,Marne,United States,Allied Powers,Naval,393.98,148.19,2513.85,Air,Allied Victory,Treaty of Versailles,Enver Pasha,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Naval,Tannenberg,France,Allied Powers,Support,21.36,283.96,2308.36,Naval,Allied Victory,Treaty of Saint-Germain,Nicholas II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Naval,Ypres,France,Allied Powers,Air,669.12,266.08,376.59,Naval,Allied Victory,Treaty of Trianon,Woodrow Wilson,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Air,Tannenberg,Austria-Hungary,Central Powers,Belligerent,756.07,291.79,2613.39,Air,Allied Victory,Armistice of 1918,Georges Clemenceau,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Middle East,Verdun,Belgium,Allied Powers,Air,836.11,166.71,1269.32,Middle East,Allied Victory,Armistice of 1918,Franz Joseph I,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Balkans,Jutland,Belgium,Allied Powers,Naval,232.39,382.9,1266.01,Balkans,Allied Victory,Treaty of Saint-Germain,Nicholas II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Balkans,Verdun,United Kingdom,Allied Powers,Expeditionary,148.48,448.85,286.13,Balkans,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Italian Front,Ypres,Austria-Hungary,Central Powers,Support,553.2,492.05,1845.2,Italian Front,Allied Victory,Treaty of Trianon,Enver Pasha,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Africa,Somme,Russia,Allied Powers,Belligerent,59.04,315.87,103.96,Africa,Allied Victory,Treaty of Saint-Germain,Woodrow Wilson,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Air,Caporetto,France,Allied Powers,Expeditionary,192.57,558.04,2403.95,Air,Allied Victory,Armistice of 1918,Franz Joseph I,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Africa,Verdun,Germany,Central Powers,Belligerent,254.66,227.72,919.92,Africa,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Air,Gallipoli,Ottoman Empire,Central Powers,Naval,552.96,471.61,946.49,Air,Allied Victory,Treaty of Trianon,Nicholas II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Africa,Marne,United Kingdom,Allied Powers,Naval,803.79,455.19,1687.38,Africa,Allied Victory,Treaty of Saint-Germain,Woodrow Wilson,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Middle East,Ypres,Russia,Allied Powers,Air,84.97,92.06,1965.0,Middle East,Allied Victory,Treaty of Versailles,Kaiser Wilhelm II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Africa,Somme,Ottoman Empire,Central Powers,Expeditionary,770.94,518.11,2273.65,Africa,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Naval,Caporetto,Germany,Central Powers,Support,321.2,277.77,774.0,Naval,Allied Victory,Treaty of Saint-Germain,Woodrow Wilson,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Naval,Gallipoli,Germany,Central Powers,Naval,168.63,38.64,162.76,Naval,Allied Victory,Treaty of Sevres,David Lloyd George,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Naval,Tannenberg,Russia,Allied Powers,Expeditionary,250.04,479.93,1339.95,Naval,Allied Victory,Treaty of Trianon,Franz Joseph I,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Air,Verdun,Belgium,Allied Powers,Belligerent,835.41,299.49,2779.82,Air,Allied Victory,Treaty of Sevres,Woodrow Wilson,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Balkans,Marne,Serbia,Allied Powers,Support,188.79,115.46,2407.75,Balkans,Allied Victory,Treaty of Trianon,Woodrow Wilson,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Africa,Gallipoli,Austria-Hungary,Central Powers,Support,165.94,7.12,2081.92,Africa,Allied Victory,Treaty of Saint-Germain,Nicholas II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Italian Front,Jutland,Belgium,Allied Powers,Air,858.56,444.57,567.85,Italian Front,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Italian Front,Verdun,Russia,Allied Powers,Naval,44.58,25.16,1193.8,Italian Front,Allied Victory,Treaty of Saint-Germain,Enver Pasha,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Middle East,Marne,United States,Allied Powers,Expeditionary,257.21,519.7,1801.38,Middle East,Allied Victory,Armistice of 1918,Woodrow Wilson,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Middle East,Marne,Ottoman Empire,Central Powers,Support,661.45,431.43,913.02,Middle East,Allied Victory,Armistice of 1918,David Lloyd George,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Africa,Caporetto,Ottoman Empire,Central Powers,Belligerent,850.16,331.88,529.66,Africa,Allied Victory,Treaty of Saint-Germain,David Lloyd George,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Naval,Tannenberg,Italy,Allied Powers,Expeditionary,321.11,394.01,2255.38,Naval,Allied Victory,Treaty of Saint-Germain,David Lloyd George,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Naval,Verdun,Italy,Allied Powers,Air,493.77,112.28,1566.05,Naval,Allied Victory,Treaty of Versailles,David Lloyd George,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Africa,Somme,Ottoman Empire,Central Powers,Naval,493.58,116.84,1190.22,Africa,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Balkans,Tannenberg,Russia,Allied Powers,Naval,173.89,546.64,670.85,Balkans,Allied Victory,Treaty of Saint-Germain,Enver Pasha,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Western Front,Gallipoli,United States,Allied Powers,Naval,676.33,577.48,1979.38,Western Front,Allied Victory,Armistice of 1918,Enver Pasha,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Air,Ypres,United Kingdom,Allied Powers,Air,43.12,376.61,535.54,Air,Allied Victory,Treaty of Sevres,Georges Clemenceau,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Africa,Gallipoli,Ottoman Empire,Central Powers,Belligerent,326.83,109.54,1072.21,Africa,Allied Victory,Treaty of Versailles,Enver Pasha,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Africa,Caporetto,United States,Allied Powers,Naval,74.18,160.47,2302.13,Africa,Allied Victory,Treaty of Versailles,Enver Pasha,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Western Front,Somme,United Kingdom,Allied Powers,Naval,775.58,74.64,2708.63,Western Front,Allied Victory,Treaty of Saint-Germain,Enver Pasha,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Naval,Ypres,Belgium,Allied Powers,Naval,497.7,122.57,1948.89,Naval,Allied Victory,Armistice of 1918,Woodrow Wilson,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Italian Front,Jutland,Ottoman Empire,Central Powers,Naval,763.87,220.46,219.91,Italian Front,Allied Victory,Treaty of Sevres,Franz Joseph I,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Western Front,Gallipoli,United Kingdom,Allied Powers,Expeditionary,237.5,91.65,705.86,Western Front,Allied Victory,Treaty of Trianon,Woodrow Wilson,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Balkans,Tannenberg,Russia,Allied Powers,Air,266.7,286.48,2456.61,Balkans,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Naval,Somme,United States,Allied Powers,Belligerent,208.28,496.15,1813.88,Naval,Allied Victory,Treaty of Sevres,Nicholas II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Africa,Jutland,Serbia,Allied Powers,Expeditionary,804.28,414.02,1990.07,Africa,Allied Victory,Armistice of 1918,David Lloyd George,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Balkans,Gallipoli,Serbia,Allied Powers,Naval,896.09,276.1,1706.62,Balkans,Allied Victory,Treaty of Sevres,Woodrow Wilson,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Air,Ypres,Russia,Allied Powers,Belligerent,586.9,31.36,2730.01,Air,Allied Victory,Treaty of Sevres,Kaiser Wilhelm II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Eastern Front,Ypres,Italy,Allied Powers,Naval,533.91,166.59,2997.4,Eastern Front,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Africa,Somme,United States,Allied Powers,Support,793.37,71.75,795.76,Africa,Allied Victory,Treaty of Sevres,David Lloyd George,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Naval,Ypres,Germany,Central Powers,Naval,131.15,550.34,2005.83,Naval,Allied Victory,Treaty of Saint-Germain,Woodrow Wilson,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Eastern Front,Marne,United Kingdom,Allied Powers,Air,490.91,336.96,231.63,Eastern Front,Allied Victory,Treaty of Sevres,Franz Joseph I,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Africa,Ypres,Ottoman Empire,Central Powers,Air,778.71,421.85,174.31,Africa,Allied Victory,Treaty of Trianon,Woodrow Wilson,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Air,Marne,Russia,Allied Powers,Naval,264.55,2.54,119.89,Air,Allied Victory,Treaty of Sevres,David Lloyd George,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Africa,Tannenberg,Italy,Allied Powers,Expeditionary,624.06,453.46,2462.44,Africa,Allied Victory,Treaty of Trianon,Kaiser Wilhelm II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Western Front,Tannenberg,Ottoman Empire,Central Powers,Expeditionary,126.86,200.12,2829.24,Western Front,Allied Victory,Treaty of Saint-Germain,David Lloyd George,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Balkans,Gallipoli,Germany,Central Powers,Belligerent,418.33,267.43,2642.09,Balkans,Allied Victory,Treaty of Versailles,Georges Clemenceau,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Naval,Somme,France,Allied Powers,Air,287.13,264.04,620.88,Naval,Allied Victory,Armistice of 1918,David Lloyd George,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Air,Ypres,United Kingdom,Allied Powers,Naval,506.81,405.07,2875.95,Air,Allied Victory,Treaty of Versailles,Franz Joseph I,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Balkans,Verdun,Germany,Central Powers,Air,657.7,417.68,596.47,Balkans,Allied Victory,Treaty of Saint-Germain,Enver Pasha,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Italian Front,Gallipoli,France,Allied Powers,Support,364.85,445.91,147.9,Italian Front,Allied Victory,Treaty of Trianon,Georges Clemenceau,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Western Front,Verdun,Russia,Allied Powers,Support,351.48,179.39,686.11,Western Front,Allied Victory,Armistice of 1918,David Lloyd George,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Middle East,Jutland,Italy,Allied Powers,Support,802.54,58.23,2098.72,Middle East,Allied Victory,Treaty of Trianon,David Lloyd George,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Naval,Jutland,Germany,Central Powers,Expeditionary,272.78,388.68,2673.29,Naval,Allied Victory,Treaty of Versailles,Franz Joseph I,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Eastern Front,Caporetto,Austria-Hungary,Central Powers,Air,818.36,17.91,326.32,Eastern Front,Allied Victory,Treaty of Sevres,Franz Joseph I,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Western Front,Caporetto,Belgium,Allied Powers,Belligerent,471.92,229.79,2855.7,Western Front,Allied Victory,Treaty of Sevres,Georges Clemenceau,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Balkans,Tannenberg,Serbia,Allied Powers,Naval,181.75,418.19,652.81,Balkans,Allied Victory,Treaty of Versailles,David Lloyd George,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Eastern Front,Tannenberg,United States,Allied Powers,Naval,537.81,383.44,1649.26,Eastern Front,Allied Victory,Treaty of Saint-Germain,Enver Pasha,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Naval,Jutland,Italy,Allied Powers,Air,118.05,564.2,1967.2,Naval,Allied Victory,Treaty of Versailles,Enver Pasha,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Italian Front,Tannenberg,Italy,Allied Powers,Naval,542.47,309.86,216.78,Italian Front,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Italian Front,Marne,Germany,Central Powers,Air,329.51,371.57,2380.6,Italian Front,Allied Victory,Treaty of Trianon,Kaiser Wilhelm II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Naval,Verdun,Austria-Hungary,Central Powers,Belligerent,715.6,466.66,2278.84,Naval,Allied Victory,Armistice of 1918,Nicholas II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Air,Verdun,Austria-Hungary,Central Powers,Naval,807.03,165.43,2013.28,Air,Allied Victory,Armistice of 1918,Nicholas II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Eastern Front,Marne,France,Allied Powers,Air,390.31,380.18,766.04,Eastern Front,Allied Victory,Treaty of Sevres,Woodrow Wilson,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Balkans,Caporetto,United States,Allied Powers,Support,432.68,7.44,1954.9,Balkans,Allied Victory,Treaty of Versailles,Nicholas II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Western Front,Tannenberg,France,Allied Powers,Naval,364.38,266.54,2113.62,Western Front,Allied Victory,Treaty of Versailles,Woodrow Wilson,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Africa,Ypres,Russia,Allied Powers,Air,390.34,366.65,2070.85,Africa,Allied Victory,Treaty of Versailles,Enver Pasha,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Balkans,Jutland,United States,Allied Powers,Air,376.36,421.79,2591.84,Balkans,Allied Victory,Treaty of Sevres,Nicholas II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Balkans,Marne,France,Allied Powers,Expeditionary,102.56,469.89,2041.09,Balkans,Allied Victory,Treaty of Saint-Germain,Enver Pasha,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Eastern Front,Caporetto,Austria-Hungary,Central Powers,Belligerent,220.57,519.27,2829.42,Eastern Front,Allied Victory,Treaty of Saint-Germain,David Lloyd George,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Middle East,Ypres,Belgium,Allied Powers,Belligerent,17.46,274.06,2384.85,Middle East,Allied Victory,Treaty of Saint-Germain,Georges Clemenceau,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Eastern Front,Gallipoli,Ottoman Empire,Central Powers,Air,304.53,436.0,1822.65,Eastern Front,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Italian Front,Verdun,United States,Allied Powers,Support,325.96,166.27,2437.93,Italian Front,Allied Victory,Treaty of Trianon,Nicholas II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Italian Front,Caporetto,France,Allied Powers,Support,663.26,470.74,124.16,Italian Front,Allied Victory,Treaty of Sevres,Georges Clemenceau,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Air,Verdun,Russia,Allied Powers,Expeditionary,186.17,311.9,1768.18,Air,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Naval,Jutland,Germany,Central Powers,Air,140.88,181.02,1005.32,Naval,Allied Victory,Treaty of Sevres,Georges Clemenceau,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Eastern Front,Verdun,Belgium,Allied Powers,Naval,665.22,155.48,2156.24,Eastern Front,Allied Victory,Armistice of 1918,Nicholas II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Africa,Tannenberg,Russia,Allied Powers,Air,26.89,75.06,1752.39,Africa,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Africa,Somme,United States,Allied Powers,Belligerent,662.08,377.37,1879.81,Africa,Allied Victory,Treaty of Trianon,Woodrow Wilson,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Naval,Jutland,France,Allied Powers,Belligerent,800.27,64.55,2084.34,Naval,Allied Victory,Treaty of Versailles,David Lloyd George,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Africa,Somme,Austria-Hungary,Central Powers,Expeditionary,150.95,563.53,994.4,Africa,Allied Victory,Treaty of Saint-Germain,Woodrow Wilson,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Naval,Tannenberg,Russia,Allied Powers,Support,339.61,254.43,767.33,Naval,Allied Victory,Treaty of Trianon,Franz Joseph I,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Africa,Gallipoli,Germany,Central Powers,Expeditionary,312.82,147.08,2194.81,Africa,Allied Victory,Treaty of Saint-Germain,Franz Joseph I,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Eastern Front,Tannenberg,Ottoman Empire,Central Powers,Air,496.81,571.67,2285.48,Eastern Front,Allied Victory,Treaty of Saint-Germain,Nicholas II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Western Front,Caporetto,Russia,Allied Powers,Air,478.95,486.07,100.52,Western Front,Allied Victory,Armistice of 1918,Woodrow Wilson,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Western Front,Tannenberg,France,Allied Powers,Belligerent,514.24,488.18,651.48,Western Front,Allied Victory,Treaty of Trianon,Woodrow Wilson,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Africa,Marne,Germany,Central Powers,Air,133.18,302.89,1425.33,Africa,Allied Victory,Treaty of Versailles,Georges Clemenceau,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Eastern Front,Tannenberg,Ottoman Empire,Central Powers,Belligerent,310.07,594.56,1554.75,Eastern Front,Allied Victory,Treaty of Sevres,Georges Clemenceau,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
