conflict_name,start_year,end_year,theater,operation_name,country,alliance,role,casualties_mil_k,casualties_civ_k,military_personnel_k,front,outcome,conference_or_treaty,key_leader,equipment_focus,notes
World War II,1939,1946,North Africa,Okinawa,Canada,Allies,Expeditionary,1150.4,605.98,2899.95,North Africa,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,North Africa,Battle of Britain,United States,Allies,Support,1481.9,370.22,1096.93,North Africa,Allied Victory,Potsdam Conference,Charles de Gaulle,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,North Africa,D-Day,Italy,Axis,Belligerent,313.76,514.17,2276.44,North Africa,Allied Victory,United Nations Charter,Charles de Gaulle,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Pacific,Barbarossa,Poland,Allies,Naval,1229.99,908.84,3962.55,Pacific,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,North Africa,Midway,Germany,Axis,Air,924.26,593.75,106.53,North Africa,Allied Victory,Armistice,Winston Churchill,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Eastern Front,Okinawa,Germany,Axis,Air,1124.0,1053.3,1644.09,Eastern Front,Allied Victory,Yalta Conference,Joseph Stalin,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Pacific,D-Day,France,Allies,Air,1442.58,256.22,4539.01,Pacific,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,European,Okinawa,Japan,Axis,Naval,368.39,258.38,2144.22,European,Allied Victory,Yalta Conference,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Eastern Front,El Alamein,Poland,Allies,Belligerent,662.54,416.99,4629.52,Eastern Front,Allied Victory,Tehran Conference,Adolf Hitler,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,European,Iwo Jima,China,Allies,Air,546.59,869.49,688.98,European,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Atlantic,Midway,Poland,Allies,Support,268.75,593.47,3443.43,Atlantic,Allied Victory,United Nations Charter,Adolf Hitler,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,European,Battle of Britain,United States,Allies,Support,1248.42,1020.96,4856.23,European,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Atlantic,El Alamein,United Kingdom,Allies,Air,283.33,441.58,2130.19,Atlantic,Allied Victory,United Nations Charter,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,North Africa,Stalingrad,United States,Allies,Expeditionary,1398.39,1101.06,1025.3,North Africa,Allied Victory,United Nations Charter,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Eastern Front,Okinawa,China,Allies,Belligerent,957.54,1019.55,320.95,Eastern Front,Allied Victory,Armistice,Joseph Stalin,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Asia,Iwo Jima,Germany,Axis,Support,69.47,1183.36,4929.04,Asia,Allied Victory,Armistice,Hideki Tojo,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,North Africa,D-Day,Poland,Allies,Air,1009.48,942.15,4075.78,North Africa,Allied Victory,United Nations Charter,Charles de Gaulle,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Pacific,D-Day,United States,Allies,Support,1444.69,857.14,3979.71,Pacific,Allied Victory,Yalta Conference,Charles de Gaulle,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,North Africa,El Alamein,Japan,Axis,Support,990.54,1145.88,1132.51,North Africa,Allied Victory,Armistice,Adolf Hitler,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Atlantic,Iwo Jima,Italy,Axis,Expeditionary,736.77,401.79,233.44,Atlantic,Allied Victory,Potsdam Conference,Adolf Hitler,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,European,D-Day,Japan,Axis,Expeditionary,526.66,1131.14,1326.55,European,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,North Africa,Battle of Britain,China,Allies,Support,1488.02,919.27,2435.31,North Africa,Allied Victory,Yalta Conference,Charles de Gaulle,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Pacific,Barbarossa,United Kingdom,Allies,Belligerent,787.52,732.13,727.43,Pacific,Allied Victory,Potsdam Conference,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Asia,Battle of Britain,Japan,Axis,Expeditionary,853.58,42.09,1707.55,Asia,Allied Victory,Armistice,Joseph Stalin,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Eastern Front,El Alamein,Soviet Union,Allies,Belligerent,1483.63,980.1,2971.54,Eastern Front,Allied Victory,Tehran Conference,Winston Churchill,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,North Africa,Barbarossa,Germany,Axis,Support,1320.25,1059.99,3369.74,North Africa,Allied Victory,United Nations Charter,Adolf Hitler,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Atlantic,Okinawa,France,Allies,Expeditionary,647.08,1196.43,3637.19,Atlantic,Allied Victory,Potsdam Conference,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Atlantic,Stalingrad,Italy,Axis,Naval,1352.39,1046.61,1767.75,Atlantic,Allied Victory,Tehran Conference,Adolf Hitler,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,North Africa,Battle of Britain,United Kingdom,Allies,Support,48.29,346.17,608.78,North Africa,Allied Victory,Potsdam Conference,Winston Churchill,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Pacific,Stalingrad,Germany,Axis,Naval,1293.4,568.77,1228.45,Pacific,Allied Victory,Tehran Conference,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Pacific,Barbarossa,Japan,Axis,Naval,109.08,717.59,300.02,Pacific,Allied Victory,Yalta Conference,Charles de Gaulle,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Pacific,D-Day,Japan,Axis,Support,270.86,1082.92,776.61,Pacific,Allied Victory,Tehran Conference,Joseph Stalin,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Atlantic,Battle of Britain,China,Allies,Belligerent,436.25,92.51,1908.84,Atlantic,Allied Victory,Armistice,Adolf Hitler,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Atlantic,D-Day,United Kingdom,Allies,Belligerent,299.34,1007.58,2834.47,Atlantic,Allied Victory,United Nations Charter,Winston Churchill,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,North Africa,Barbarossa,United States,Allies,Belligerent,26.42,945.07,2693.64,North Africa,Allied Victory,United Nations Charter,Joseph Stalin,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Pacific,Iwo Jima,United States,Allies,Air,394.62,327.22,240.93,Pacific,Allied Victory,United Nations Charter,Adolf Hitler,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,North Africa,D-Day,Soviet Union,Allies,Expeditionary,684.92,111.05,1332.84,North Africa,Allied Victory,Tehran Conference,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,El Alamein,China,Allies,Air,1186.25,1104.52,2191.82,Eastern Front,Allied Victory,Yalta Conference,Joseph Stalin,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,European,El Alamein,Germany,Axis,Expeditionary,608.02,781.84,2818.48,European,Allied Victory,Armistice,Adolf Hitler,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Pacific,Midway,Soviet Union,Allies,Belligerent,1236.65,623.5,3443.08,Pacific,Allied Victory,Tehran Conference,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Atlantic,Barbarossa,Germany,Axis,Belligerent,628.21,152.93,3072.21,Atlantic,Allied Victory,United Nations Charter,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Iwo Jima,Soviet Union,Allies,Expeditionary,1212.23,942.46,2655.18,Eastern Front,Allied Victory,Yalta Conference,Winston Churchill,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Asia,Okinawa,China,Allies,Belligerent,1048.38,1071.61,4165.35,Asia,Allied Victory,Tehran Conference,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Atlantic,Midway,Italy,Axis,Belligerent,1328.02,520.45,4747.44,Atlantic,Allied Victory,United Nations Charter,Adolf Hitler,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Atlantic,Iwo Jima,Poland,Allies,Support,253.23,1075.02,3231.35,Atlantic,Allied Victory,Yalta Conference,Joseph Stalin,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Midway,Soviet Union,Allies,Air,664.62,1008.23,2196.88,Eastern Front,Allied Victory,Yalta Conference,Charles de Gaulle,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Atlantic,Stalingrad,Canada,Allies,Naval,84.46,282.62,4269.99,Atlantic,Allied Victory,Armistice,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Pacific,Okinawa,United States,Allies,Naval,518.85,686.93,4327.89,Pacific,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Asia,Barbarossa,Germany,Axis,Air,1486.47,307.24,307.54,Asia,Allied Victory,Yalta Conference,Adolf Hitler,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,North Africa,El Alamein,Canada,Allies,Expeditionary,477.92,822.73,450.27,North Africa,Allied Victory,United Nations Charter,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Pacific,El Alamein,Japan,Axis,Air,288.0,1098.65,440.85,Pacific,Allied Victory,Yalta Conference,Hideki Tojo,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Atlantic,D-Day,China,Allies,Naval,1179.22,162.17,2875.95,Atlantic,Allied Victory,Armistice,Joseph Stalin,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,North Africa,D-Day,Canada,Allies,Naval,45.32,739.82,3469.73,North Africa,Allied Victory,Yalta Conference,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,European,D-Day,United Kingdom,Allies,Naval,1346.89,720.83,224.68,European,Allied Victory,Potsdam Conference,Adolf Hitler,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Atlantic,Iwo Jima,Canada,Allies,Naval,585.67,785.61,1142.6,Atlantic,Allied Victory,Tehran Conference,Charles de Gaulle,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Atlantic,Iwo Jima,Germany,Axis,Expeditionary,1305.08,1114.29,3699.1,Atlantic,Allied Victory,Armistice,Charles de Gaulle,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,European,Stalingrad,France,Allies,Belligerent,1108.68,327.43,3513.11,European,Allied Victory,Yalta Conference,Adolf Hitler,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,North Africa,Iwo Jima,China,Allies,Naval,134.21,370.31,183.12,North Africa,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,North Africa,Battle of Britain,Soviet Union,Allies,Naval,862.57,876.36,4403.98,North Africa,Allied Victory,Yalta Conference,Adolf Hitler,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Pacific,Battle of Britain,United States,Allies,Support,7.53,956.1,2061.1,Pacific,Allied Victory,Potsdam Conference,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Pacific,Iwo Jima,Italy,Axis,Belligerent,360.57,698.79,4710.66,Pacific,Allied Victory,United Nations Charter,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Pacific,Midway,Germany,Axis,Air,1066.44,453.24,4020.24,Pacific,Allied Victory,Armistice,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Midway,Italy,Axis,Air,1107.78,1167.26,201.95,Eastern Front,Allied Victory,Yalta Conference,Charles de Gaulle,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Asia,Barbarossa,Italy,Axis,Air,1040.17,605.42,2295.9,Asia,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Eastern Front,D-Day,China,Allies,Naval,1171.28,919.55,4633.27,Eastern Front,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,European,Midway,Japan,Axis,Air,786.69,158.52,4932.19,European,Allied Victory,United Nations Charter,Charles de Gaulle,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,European,Midway,Canada,Allies,Expeditionary,1352.9,136.05,3977.87,European,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Asia,Midway,Poland,Allies,Expeditionary,663.1,1029.89,1845.03,Asia,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Asia,Okinawa,Canada,Allies,Belligerent,1071.44,688.04,4698.98,Asia,Allied Victory,Tehran Conference,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Pacific,Okinawa,China,Allies,Air,488.68,60.45,2276.63,Pacific,Allied Victory,Potsdam Conference,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,North Africa,El Alamein,United Kingdom,Allies,Air,1177.6,1114.06,4411.23,North Africa,Allied Victory,Armistice,Hideki Tojo,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Pacific,D-Day,United Kingdom,Allies,Expeditionary,15.58,839.32,2472.65,Pacific,Allied Victory,Potsdam Conference,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Atlantic,Iwo Jima,France,Allies,Expeditionary,1268.18,286.34,511.32,Atlantic,Allied Victory,Tehran Conference,Hideki Tojo,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Eastern Front,D-Day,Germany,Axis,Support,864.69,966.64,2830.55,Eastern Front,Allied Victory,Tehran Conference,Charles de Gaulle,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Atlantic,Barbarossa,Japan,Axis,Belligerent,313.9,1083.86,3760.84,Atlantic,Allied Victory,Yalta Conference,Charles de Gaulle,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Asia,D-Day,China,Allies,Air,1399.05,706.21,1263.34,Asia,Allied Victory,Potsdam Conference,Joseph Stalin,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Pacific,Barbarossa,France,Allies,Air,823.22,499.64,359.28,Pacific,Allied Victory,Tehran Conference,Hideki Tojo,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,European,Iwo Jima,United Kingdom,Allies,Expeditionary,1088.05,630.57,255.13,European,Allied Victory,Potsdam Conference,Charles de Gaulle,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,European,Barbarossa,China,Allies,Naval,1402.9,281.25,4294.92,European,Allied Victory,Armistice,Joseph Stalin,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Eastern Front,El Alamein,Japan,Axis,Naval,504.66,537.34,3463.37,Eastern Front,Allied Victory,Tehran Conference,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,El Alamein,Soviet Union,Allies,Support,519.71,66.94,177.88,Eastern Front,Allied Victory,Armistice,Winston Churchill,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,North Africa,Barbarossa,Soviet Union,Allies,Support,795.03,773.74,4838.35,North Africa,Allied Victory,United Nations Charter,Joseph Stalin,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,European,Stalingrad,Soviet Union,Allies,Belligerent,1293.15,351.08,3992.5,European,Allied Victory,Yalta Conference,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Atlantic,Okinawa,Japan,Axis,Belligerent,682.05,617.92,1452.01,Atlantic,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Pacific,Stalingrad,Canada,Allies,Support,821.53,250.55,4059.56,Pacific,Allied Victory,Armistice,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Asia,El Alamein,United States,Allies,Expeditionary,1198.43,262.82,1276.58,Asia,Allied Victory,Tehran Conference,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,North Africa,Iwo Jima,United States,Allies,Support,976.94,443.36,1725.01,North Africa,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Eastern Front,D-Day,United Kingdom,Allies,Belligerent,688.88,942.17,2368.61,Eastern Front,Allied Victory,Armistice,Hideki Tojo,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Atlantic,Battle of Britain,Poland,Allies,Support,1447.91,384.56,4557.35,Atlantic,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Pacific,Stalingrad,Germany,Axis,Expeditionary,1314.27,742.31,2850.71,Pacific,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Atlantic,El Alamein,Poland,Allies,Support,350.06,24.6,2752.42,Atlantic,Allied Victory,Tehran Conference,Charles de Gaulle,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Asia,Battle of Britain,Italy,Axis,Naval,668.51,585.07,4997.37,Asia,Allied Victory,Yalta Conference,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Asia,Barbarossa,Soviet Union,Allies,Naval,446.22,1017.5,4386.42,Asia,Allied Victory,Yalta Conference,Winston Churchill,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Eastern Front,D-Day,Poland,Allies,Air,617.25,1116.85,3229.19,Eastern Front,Allied Victory,Potsdam Conference,Joseph Stalin,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Pacific,El Alamein,China,Allies,Naval,486.34,1103.81,1862.94,Pacific,Allied Victory,Potsdam Conference,Winston Churchill,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Pacific,Okinawa,France,Allies,Support,114.45,127.83,1053.37,Pacific,Allied Victory,Tehran Conference,Adolf Hitler,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Battle of Britain,Germany,Axis,Expeditionary,497.81,1008.94,774.94,Eastern Front,Allied Victory,United Nations Charter,Hideki Tojo,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Eastern Front,Stalingrad,Japan,Axis,Expeditionary,544.4,772.84,4812.07,Eastern Front,Allied Victory,Yalta Conference,Adolf Hitler,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Atlantic,Battle of Britain,United States,Allies,Naval,1006.97,1111.42,3065.4,Atlantic,Allied Victory,United Nations Charter,Charles de Gaulle,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Asia,Barbarossa,Soviet Union,Allies,Naval,1044.23,176.15,3778.18,Asia,Allied Victory,Armistice,Winston Churchill,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Asia,Stalingrad,Italy,Axis,Support,467.48,578.36,2175.56,Asia,Allied Victory,Tehran Conference,Adolf Hitler,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Asia,El Alamein,Poland,Allies,Air,1186.82,799.8,3711.35,Asia,Allied Victory,Yalta Conference,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,North Africa,Battle of Britain,United States,Allies,Air,1456.02,899.5,1139.34,North Africa,Allied Victory,Potsdam Conference,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Eastern Front,D-Day,Poland,Allies,Naval,1227.89,208.9,2682.04,Eastern Front,Allied Victory,United Nations Charter,Charles de Gaulle,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,European,D-Day,Soviet Union,Allies,Expeditionary,837.44,875.19,3149.36,European,Allied Victory,Armistice,Charles de Gaulle,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Pacific,Okinawa,Italy,Axis,Support,43.72,22.59,1994.43,Pacific,Allied Victory,Tehran Conference,Adolf Hitler,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Eastern Front,Stalingrad,Germany,Axis,Air,457.88,1113.09,2622.48,Eastern Front,Allied Victory,Armistice,Joseph Stalin,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Eastern Front,Okinawa,Poland,Allies,Naval,538.66,635.59,1749.73,Eastern Front,Allied Victory,Armistice,Charles de Gaulle,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Pacific,El Alamein,Canada,Allies,Belligerent,616.2,939.4,1569.35,Pacific,Allied Victory,Yalta Conference,Hideki Tojo,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Battle of Britain,France,Allies,Expeditionary,164.81,947.99,3924.43,Eastern Front,Allied Victory,Armistice,Hideki Tojo,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Asia,Stalingrad,France,Allies,Air,976.26,812.99,2204.12,Asia,Allied Victory,United Nations Charter,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,North Africa,Midway,France,Allies,Belligerent,1296.61,9.26,4681.34,North Africa,Allied Victory,Armistice,Hideki Tojo,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Eastern Front,Okinawa,United Kingdom,Allies,Support,76.21,973.7,2057.21,Eastern Front,Allied Victory,Potsdam Conference,Hideki Tojo,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,Atlantic,Okinawa,Poland,Allies,Belligerent,1139.33,193.94,278.21,Atlantic,Allied Victory,Yalta Conference,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Eastern Front,Midway,China,Allies,Belligerent,327.14,805.67,4016.97,Eastern Front,Allied Victory,Armistice,Charles de Gaulle,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Atlantic,Stalingrad,Germany,Axis,Expeditionary,742.05,57.3,4346.43,Atlantic,Allied Victory,Yalta Conference,Adolf Hitler,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Atlantic,D-Day,United Kingdom,Allies,Belligerent,490.89,181.28,588.08,Atlantic,Allied Victory,Yalta Conference,Charles de Gaulle,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,North Africa,D-Day,Italy,Axis,Expeditionary,782.87,395.61,194.92,North Africa,Allied Victory,Yalta Conference,Joseph Stalin,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Atlantic,Barbarossa,Soviet Union,Allies,Naval,1251.68,839.89,4923.5,Atlantic,Allied Victory,United Nations Charter,Adolf Hitler,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Eastern Front,Barbarossa,United Kingdom,Allies,Support,1323.53,1014.62,2849.51,Eastern Front,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,European,D-Day,Japan,Axis,Expeditionary,1365.5,734.08,1391.71,European,Allied Victory,Tehran Conference,Adolf Hitler,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Eastern Front,Battle of Britain,United Kingdom,Allies,Expeditionary,167.1,110.16,4551.63,Eastern Front,Allied Victory,Tehran Conference,Adolf Hitler,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,North Africa,Iwo Jima,Canada,Allies,Belligerent,1251.58,97.71,4149.1,North Africa,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
